"Permit.Number","Orig","Dest"
"55578Q",2,1
"55592E",2,7
"55598K",5,6
"55604V",7,3
"55605J",7,3
"55609E",2,3
"55610W",2,1
"55619E",2,1
"55620A",3,2
"55622H",7,3
"55628H",3,6
"55635K",6,11
"55640P",2,1
"55647K",7,3
"55651I",8,6
"55663G",2,6
"55666M",2,5
"55668C",3,1
"55669P",3,7
"55673E",6,2
"55676K",1,6
"55680H",6,3
"55681F",2,3
"55682W",6,3
"55686I",5,3
"55687G",6,3
"55690C",7,2
"55694F",4,2
"55695N",2,1
"55698S",2,1
"55699N",7,8
"55707K",7,3
"55711X",2,1
"55713F",14,1
"55720J",5,2
"55721V",2,1
"55731X",13,5
"55738R",3,7
"55748N",1,2
"55750W",1,6
"55763W",1,8
"55764W",3,4
"55765M",2,7
"55769B",1,6
"55780V",6,2
"55803V",2,3
"55804I",2,1
"55811J",7,3
"55812Z",2,1
"55818G",3,1
"55826W",6,8
"55837E",1,3
"55840N",3,6
"55842R",8,3
"55846M",2,6
"55848W",1,6
"55855R",1,3
"55868X",12,4
"55881N",1,3
"55892E",6,1
"55896B",1,6
"55897Z",3,7
"55904Q",3,1
"55906M",1,6
"55911V",2,3
"55916C",2,1
"55917A",4,1
"55922G",1,6
"55925M",2,3
"55930S",1,2
"55938M",3,13
"55940Q",8,3
"55947S",6,2
"55950Q",7,3
"55953V",13,9
"55954N",2,5
"55958G",7,3
"55970M",7,3
"55971Z",1,6
"55974W",2,1
"55978R",9,6
"55988C",6,2
"55998Q",2,5
"56002E",2,3
"56006A",2,1
"56007X",2,3
"56010S",1,2
"56014G",6,2
"56019C",3,7
"56027K",5,3
"56029E",12,4
"56031H",2,14
"56033Z",4,3
"56035J",3,2
"56036B",3,2
"56044M",6,2
"56046W",2,3
"56048H",3,2
"56055O",16,1
"56067F",2,1
"56075X",2,4
"56080J",6,3
"56081E",3,4
"56086K",8,7
"56094R",1,2
"56095S",4,8
"56102Q",2,7
"56107H",2,3
"56111U",6,3
"56119M",2,3
"56121U",2,7
"56130A",14,6
"56131M",1,6
"56137L",1,3
"56139C",2,7
"56141S",8,1
"56145N",1,6
"56146G",6,2
"56147K",2,1
"56148C",2,1
"56149I",6,2
"56151Q",2,3
"56153X",2,3
"56162H",6,3
"56164E",2,1
"56174O",6,2
"56175H",4,6
"56183M",3,2
"56189Z",4,2
"56192Z",5,13
"56194B",2,1
"56201C",1,3
"56202X",16,1
"56208Z",2,14
"56216R",7,3
"56218G",4,3
"56223Q",4,6
"56227I",14,2
"56228C",5,3
"56233J",1,2
"56235S",2,1
"56241F",4,6
"56247H",6,8
"56267C",2,6
"56268H",2,1
"56271P",1,6
"56275P",3,6
"56278F",2,1
"56282L",6,2
"56283E",8,2
"56292U",3,9
"56293I",2,9
"56297M",5,2
"56298Z",6,3
"56300C",2,6
"56304J",5,1
"56305O",8,3
"56310U",6,3
"56311J",5,6
"56316P",1,3
"56317E",9,3
"56318G",5,3
"56319H",3,6
"56321K",1,6
"56322H",6,2
"56323C",3,6
"56340H",3,2
"56342Q",3,9
"56343N",7,2
"56350L",2,1
"56354R",2,3
"56368X",6,3
"56378B",1,2
"56379N",1,2
"56385W",2,6
"56390I",6,5
"56396M",6,2
"56406P",8,3
"56412S",2,6
"56425N",6,3
"56426L",6,2
"56440S",5,3
"56455L",3,6
"56461O",7,6
"56474W",2,9
"56479W",1,3
"56481C",2,1
"56491E",1,2
"56496I",2,1
"56499X",2,1
"56509B",1,2
"56516W",2,1
"56517L",5,3
"56522U",8,3
"56523R",6,3
"56528F",1,6
"56535Q",2,6
"56536J",5,3
"56561S",2,3
"56565N",1,6
"56566G",3,2
"56572O",2,6
"56573X",1,3
"56578S",2,3
"56579W",9,8
"56581U",3,4
"56586H",2,3
"56590A",2,6
"56591K",7,2
"56592H",9,3
"56596B",7,3
"56602F",2,1
"56603E",8,5
"56610S",3,6
"56615G",6,7
"56617U",7,2
"56618K",2,3
"56634Q",12,6
"56635L",6,7
"56644O",6,3
"56654E",1,2
"56662A",6,2
"56663O",1,7
"56664C",7,3
"56671W",1,5
"56674Z",5,1
"56677B",1,8
"56679L",2,1
"56689M",6,1
"56699P",12,3
"56703O",6,2
"56711C",6,3
"56713M",8,4
"56719O",5,3
"56732K",2,1
"56734Q",6,1
"56743G",2,3
"56744X",1,3
"56751H",2,8
"56752G",2,1
"56755K",2,3
"56757R",8,1
"56758K",8,6
"56759A",6,2
"56761N",3,2
"56762E",1,2
"56766X",1,6
"56770W",2,6
"56773S",6,14
"56777N",14,1
"56778L",3,2
"56780U",2,6
"56783U",8,6
"56784O",6,2
"56788V",2,1
"56792W",3,1
"56811G",16,2
"56813M",2,3
"56817R",3,6
"56819U",2,3
"56821E",2,3
"56822B",8,3
"56824E",7,3
"56829X",3,2
"56830G",1,6
"56833E",2,1
"56837L",4,2
"56838E",4,1
"56842W",3,8
"56843Q",4,3
"56852W",8,6
"56853Z",1,2
"56860I",6,4
"56861C",6,3
"56866M",4,3
"56867H",3,2
"56868Q",6,8
"56876K",6,2
"56889B",2,1
"56895N",2,3
"56906U",1,14
"56907I",3,9
"56918X",3,9
"56926B",2,7
"56929B",3,8
"56932K",4,12
"56933C",4,3
"56938M",3,1
"56943X",4,6
"56944P",8,2
"56953P",2,1
"56955G",6,2
"56956R",2,3
"56959R",7,3
"56968W",2,3
"56971B",3,1
"56972V",7,3
"56974A",8,5
"56975R",2,1
"56979H",1,3
"56980E",1,5
"56982S",2,3
"56983G",2,1
"56985K",8,3
"56987E",3,6
"57000U",1,8
"57001K",3,1
"57019F",6,2
"57021Z",6,9
"57024K",2,1
"57026W",3,2
"57027R",4,3
"57028C",2,7
"57035F",3,13
"57037H",1,6
"57038Z",6,1
"57041G",2,7
"57043S",2,6
"57046V",3,5
"57054G",6,3
"57056P",2,7
"57057L",3,2
"57059C",9,3
"57070W",1,6
"57071C",3,6
"57075S",3,14
"57076J",3,6
"57081A",6,2
"57084N",2,6
"57091W",13,9
"57092P",6,2
"57099J",8,6
"57101X",7,3
"57103C",1,3
"57104X",2,6
"57105M",1,2
"57106G",7,6
"57109R",6,3
"57112E",2,1
"57113G",7,2
"57135H",3,2
"57138Q",2,6
"57139W",2,9
"57148H",7,3
"57149H",5,2
"57156C",6,3
"57159W",7,2
"57171K",3,13
"57177H",1,2
"57178O",1,2
"57179U",8,3
"57187G",2,3
"57188I",6,2
"57201C",3,7
"57202Z",3,7
"57208E",7,3
"57211I",6,3
"57219O",7,2
"57220K",2,3
"57222U",8,7
"57223I",2,1
"57225W",3,2
"57226R",4,3
"57237G",2,3
"57238X",1,5
"57244P",2,1
"57246N",6,2
"57250J",4,3
"57251B",4,6
"57260F",4,3
"57273B",3,2
"57275Q",14,6
"57279J",3,2
"57280U",3,6
"57281J",2,1
"57283S",2,1
"57284U",8,2
"57285F",7,2
"57288B",1,2
"57304R",3,2
"57314N",15,1
"57318N",1,3
"57331M",4,2
"57332B",7,2
"57334O",5,2
"57338A",1,2
"57344X",2,3
"57349Z",4,2
"57356U",6,3
"57357M",6,3
"57358Z",8,3
"57359W",3,8
"57361G",7,3
"57366R",8,1
"57369U",2,5
"57371E",16,2
"57378A",1,6
"57382P",7,8
"57391S",1,2
"57393J",4,3
"57406G",2,9
"57422P",1,5
"57430A",3,6
"57433Q",9,3
"57434F",2,3
"57435M",3,2
"57438R",1,2
"57440I",1,3
"57441N",2,3
"57443V",2,3
"57461Q",6,3
"57469C",6,2
"57470Q",8,3
"57478J",3,4
"57479X",7,3
"57485C",5,14
"57488X",2,1
"57492U",10,1
"57504P",3,6
"57508I",4,2
"57509A",2,1
"57513S",1,3
"57520O",2,8
"57521B",3,8
"57524A",7,1
"57525B",5,3
"57533L",2,6
"57548Z",4,11
"57561U",7,3
"57570X",1,3
"57572U",9,3
"57584V",2,6
"57593B",4,3
"57604N",2,1
"57607Q",7,2
"57609A",2,5
"57615M",6,2
"57619X",8,1
"57620R",2,8
"57623L",2,3
"57624J",1,6
"57626C",1,4
"57627Q",2,7
"57628M",6,2
"57630V",6,16
"57648F",7,3
"57653F",9,3
"57656P",8,3
"57657I",3,8
"57661B",1,2
"57668V",1,3
"57671Z",2,1
"57677E",2,1
"57693K",3,2
"57698O",3,7
"57700G",2,3
"57702P",1,8
"57706R",3,4
"57707F",7,3
"57708A",3,8
"57714X",1,6
"57717R",1,2
"57719C",6,1
"57724N",2,6
"57729N",4,2
"57734Z",6,2
"57739J",3,6
"57742H",1,2
"57745G",2,5
"57748Q",12,2
"57757S",3,8
"57763Q",2,3
"57765K",3,5
"57768S",3,2
"57771F",1,2
"57773O",1,3
"57777M",6,1
"57779A",5,8
"57787M",7,3
"57789Q",3,5
"57790Q",12,3
"57794C",2,1
"57799O",5,3
"57801E",2,1
"57804L",7,3
"57805N",9,3
"57807I",2,1
"57810M",6,3
"57814M",4,6
"57820K",2,1
"57822A",6,2
"57824F",8,1
"57828F",2,8
"57832X",3,6
"57841X",1,6
"57843F",2,1
"57844W",5,6
"57847Z",2,14
"57860J",8,6
"57874V",2,7
"57878K",4,2
"57884Q",2,3
"57886H",1,3
"57888I",2,5
"57905C",1,2
"57913E",3,2
"57932H",2,6
"57939X",3,2
"57940H",1,6
"57952S",2,3
"57955P",3,9
"57957Q",3,6
"57958X",5,3
"57960B",2,6
"57964H",7,8
"57966U",6,2
"57970N",2,1
"57971G",2,3
"57984G",6,8
"57987F",6,3
"57998J",9,6
"57999B",1,3
"58005R",3,2
"58014C",9,3
"58025H",6,2
"58028U",9,3
"58030O",7,8
"58033L",2,1
"58035B",2,3
"58044W",2,5
"58045O",5,1
"58050N",1,3
"58059M",7,3
"58060L",4,3
"58063N",6,3
"58066R",6,3
"58069K",6,5
"58072S",3,2
"58073N",3,4
"58075V",8,3
"58077F",14,3
"58080H",1,6
"58086G",2,1
"58100I",4,1
"58105H",2,1
"58106M",4,2
"58112K",3,2
"58121R",7,3
"58122N",6,3
"58126H",2,13
"58128O",14,3
"58134R",3,6
"58138R",4,6
"58139K",4,3
"58142G",7,6
"58157H",2,9
"58158R",9,3
"58161S",2,6
"58164V",2,9
"58170G",9,3
"58171Q",6,2
"58173I",6,9
"58174A",9,6
"58176K",9,8
"58177O",4,6
"58178G",3,13
"58186W",3,4
"58190F",3,8
"58192V",3,8
"58201J",4,6
"58210L",7,6
"58230K",8,3
"58232U",6,3
"58236L",2,3
"58237Z",6,3
"58241U",3,6
"58243B",2,1
"58244C",8,1
"58248J",3,1
"58251A",15,6
"58256F",1,3
"58263X",3,1
"58268O",3,6
"58272C",1,2
"58278M",7,3
"58280V",7,3
"58288K",2,3
"58299E",7,2
"58301J",2,3
"58302C",7,3
"58303Z",2,6
"58304Q",2,6
"58305F",7,2
"58308N",3,13
"58309R",2,9
"58318Z",2,1
"58321L",6,2
"58325I",1,2
"58330N",2,7
"58340N",7,3
"58361L",2,8
"58363O",2,6
"58364J",6,3
"58365Z",6,3
"58367E",6,1
"58373X",1,8
"58378Z",2,5
"58380C",3,2
"58383C",3,2
"58387F",6,5
"58399F",7,6
"58418X",4,3
"58419N",3,6
"58426G",1,7
"58430Z",7,3
"58431U",12,3
"58432J",7,3
"58435O",6,3
"58437Q",7,2
"58445O",4,3
"58447W",3,2
"58450U",3,2
"58453A",3,2
"58454R",9,3
"58459B",9,8
"58466Q",2,5
"58467R",12,3
"58472E",3,2
"58479A",1,3
"58480Q",2,11
"58481L",3,6
"58484I",8,2
"58491B",1,8
"58494L",3,6
"58497C",2,1
"58510C",1,2
"58518C",3,5
"58519Z",8,2
"58524Z",2,1
"58525U",3,6
"58527H",2,6
"58529L",5,3
"58530L",4,2
"58536P",9,14
"58542P",7,1
"58549P",2,8
"58550H",6,2
"58555K",1,6
"58558P",2,1
"58559N",3,5
"58562Q",4,3
"58569N",15,6
"58571Q",7,6
"58572M",4,8
"58575Q",4,6
"58578P",13,1
"58582V",3,9
"58583F",2,6
"58585H",2,3
"58587S",14,3
"58590X",4,6
"58591K",2,1
"58596F",2,6
"58608P",6,3
"58620Q",3,1
"58623Z",6,2
"58629G",4,6
"58635E",3,7
"58640R",1,6
"58648E",3,2
"58653J",2,1
"58661G",7,2
"58667H",3,2
"58674G",2,8
"58678A",6,3
"58690X",5,1
"58691B",15,6
"58692N",6,14
"58710I",2,8
"58721U",7,6
"58722I",7,2
"58728Q",7,2
"58732L",5,3
"58738M",1,6
"58739K",2,6
"58742L",6,5
"58744M",8,3
"58746C",6,2
"58750B",3,4
"58752J",6,2
"58753B",1,3
"58757V",4,14
"58762B",3,1
"58763S",6,3
"58767S",3,2
"58769G",6,4
"58771M",5,8
"58772V",8,6
"58780E",9,3
"58794K",1,3
"58798V",3,5
"58799S",7,3
"58804N",6,4
"58813F",2,3
"58814I",7,8
"58823N",7,3
"58831B",3,7
"58832W",2,4
"58837L",4,3
"58840F",1,3
"58853K",5,2
"58855L",3,5
"58863Z",5,6
"58866F",8,14
"58879M",6,3
"58890V",7,2
"58892L",2,6
"58894P",6,7
"58895G",6,1
"58897M",8,5
"58907S",3,6
"58917S",7,3
"58920P",3,7
"58922Z",6,1
"58925B",2,3
"58930V",4,1
"58931P",2,4
"58933X",6,2
"58934R",4,2
"58939S",5,3
"58942G",6,3
"58945C",7,8
"58953L",1,3
"58957N",6,3
"58961J",2,4
"58962Z",6,8
"58964L",2,4
"58965E",4,3
"58966Q",5,6
"58970M",6,5
"58971V",1,6
"58973B",2,1
"58974B",1,3
"58976S",4,3
"58985N",2,1
"59000W",2,3
"59007Q",2,3
"59011K",1,8
"59012I",8,3
"59019Z",7,6
"59024N",2,6
"59029W",2,3
"59037B",3,9
"59039X",2,6
"59041J",8,6
"59042B",2,6
"59043S",4,2
"59044L",3,6
"59046N",3,8
"59049M",1,3
"59054B",2,3
"59059P",2,7
"59060M",2,6
"59064H",5,6
"59065N",1,7
"59068P",2,1
"59070C",3,14
"59081U",14,7
"59090G",3,14
"59098M",2,1
"59103L",2,4
"59106I",3,7
"59109K",7,2
"59111N",1,2
"59117X",7,8
"59120Z",6,3
"59121U",2,4
"59123F",8,3
"59126E",3,7
"59127P",2,1
"59133S",2,1
"59136Z",3,8
"59137N",1,2
"59140O",2,1
"59143W",8,3
"59146Z",6,3
"59152W",2,1
"59154R",8,6
"59159S",2,1
"59160N",6,1
"59163R",6,3
"59171G",2,8
"59177G",3,5
"59188G",6,3
"59190K",8,5
"59194H",4,3
"59196Q",4,3
"59200H",5,2
"59219O",16,3
"59229R",14,6
"59232K",2,5
"59236I",6,3
"59239P",3,6
"59246L",1,14
"59248I",2,16
"59259L",3,8
"59260C",2,6
"59264O",7,3
"59265L",2,7
"59267Q",6,3
"59275J",7,3
"59281M",8,3
"59284O",2,8
"59285F",6,2
"59287Q",2,14
"59288H",1,5
"59294H",5,3
"59298K",6,2
"59300B",2,4
"59303V",1,3
"59307V",3,2
"59309G",1,2
"59310Z",2,6
"59313Z",6,2
"59317S",5,3
"59320O",3,6
"59330R",2,6
"59337M",6,2
"59340P",4,3
"59341I",6,2
"59346G",6,14
"59349N",2,1
"59352O",6,1
"59357M",3,2
"59359U",6,4
"59362I",1,2
"59364G",3,2
"59371X",7,2
"59376K",7,3
"59378L",3,9
"59380E",7,3
"59383G",3,6
"59389I",1,2
"59392L",3,6
"59399E",7,3
"59402P",3,5
"59404P",2,9
"59419M",3,2
"59425R",3,2
"59426G",5,2
"59429K",2,14
"59437U",2,7
"59441N",7,3
"59444K",1,2
"59445I",7,3
"59448L",2,8
"59453Z",2,3
"59465H",2,5
"59469B",4,3
"59471K",2,6
"59472U",7,4
"59473L",5,2
"59474M",2,6
"59476O",7,3
"59483R",8,6
"59485C",6,8
"59490K",2,3
"59494I",4,2
"59499G",9,3
"59503N",3,6
"59506V",2,6
"59514L",6,2
"59517Z",9,3
"59530B",2,1
"59535Q",1,3
"59537X",2,8
"59538Z",1,5
"59541A",4,3
"59543I",8,6
"59544S",2,1
"59549L",7,3
"59558W",3,6
"59563G",6,1
"59570B",6,2
"59574X",4,3
"59575I",6,3
"59576G",5,14
"59580B",4,6
"59581C",9,8
"59590W",4,5
"59594L",2,1
"59595E",6,1
"59596V",2,1
"59602F",1,2
"59605F",7,3
"59609H",4,3
"59610X",4,2
"59615J",13,14
"59616W",1,6
"59626W",7,6
"59627P",2,5
"59631G",3,6
"59632E",3,4
"59634P",6,8
"59635G",4,3
"59638C",6,1
"59647F",2,1
"59653N",8,7
"59654G",7,3
"59655X",8,6
"59671C",3,2
"59672B",9,6
"59674L",14,1
"59690C",3,6
"59695O",7,3
"59701X",2,7
"59703R",1,9
"59704O",2,6
"59705V",2,6
"59707G",6,7
"59709N",5,14
"59717E",6,1
"59718R",7,3
"59724P",2,1
"59730Z",3,9
"59734N",2,1
"59739E",2,1
"59741U",3,15
"59745S",9,2
"59750X",3,7
"59778O",9,2
"59780X",2,6
"59782M",1,5
"59784G",2,1
"59787N",2,6
"59793J",7,3
"59795S",6,3
"59796V",4,3
"59797N",6,4
"59798G",3,4
"59810K",8,3
"59815C",2,3
"59819S",7,3
"59820F",2,1
"59827H",3,6
"59831K",9,3
"59832X",8,4
"59837G",8,6
"59844U",1,3
"59845R",2,3
"59857G",4,2
"59860H",3,4
"59861Z",3,2
"59864B",3,4
"59865S",3,6
"59866L",2,3
"59870P",3,9
"59871O",1,8
"59873H",6,8
"59874W",1,4
"59878S",4,8
"59887Z",6,2
"59889J",3,2
"59893C",7,2
"59894U",9,3
"59896F",14,2
"59898O",14,6
"59900B",3,1
"59901V",1,3
"59913E",6,3
"59915N",3,4
"59920Z",3,2
"59930W",3,2
"59931O",3,8
"59932H",3,6
"59942F",8,3
"59946Z",2,6
"59950I",3,1
"59952C",2,3
"59958H",3,6
"59959Z",2,6
"59972X",14,3
"59978A",1,3
"59983Z",2,9
"59989M",8,3
"59990N",9,2
"59991Z",8,2
"59992X",9,3
"59997P",8,6
"60001Q",2,1
"60002O",7,3
"60004E",2,3
"60006I",2,5
"60007E",2,8
"60010K",8,3
"60014H",2,3
"60015Z",8,3
"60017J",3,5
"60022U",3,2
"60025W",2,3
"60028Z",4,6
"60033K",3,14
"60041X",3,4
"60042P",2,3
"60043I",8,6
"60048M",2,1
"60049I",2,8
"60050Z",5,3
"60058C",2,1
"60059A",7,5
"60061C",9,8
"60064N",8,3
"60070W",4,3
"60072X",2,3
"60074Q",4,3
"60076N",2,1
"60078E",2,3
"60080O",6,3
"60087S",3,6
"60091M",4,6
"60095H",2,6
"60103O",2,1
"60107O",2,3
"60108B",6,1
"60117K",2,3
"60122X",2,7
"60124I",7,3
"60129A",14,6
"60130Q",6,4
"60135B",6,4
"60136S",4,8
"60143G",3,5
"60149L",7,2
"60153M",6,3
"60164C",6,1
"60171R",8,6
"60192G",6,1
"60193G",8,6
"60195G",2,1
"60199I",14,3
"60205F",2,3
"60212E",6,1
"60217Q",3,2
"60222K",6,2
"60224Q",3,2
"60232I",3,2
"60234R",3,2
"60235K",6,8
"60242I",2,14
"60245O",9,2
"60251E",2,5
"60260P",3,6
"60263R",7,3
"60271E",3,6
"60272W",6,5
"60281V",1,2
"60282J",1,8
"60284W",3,2
"60287L",1,3
"60289V",5,6
"60294V",2,1
"60297H",8,3
"60301I",2,6
"60306O",3,6
"60310N",8,4
"60311U",8,2
"60314I",4,6
"60316R",6,8
"60318C",12,4
"60319U",2,4
"60322V",14,2
"60323N",4,6
"60326N",3,4
"60328J",9,3
"60335H",9,2
"60337E",2,3
"60348V",14,4
"60357V",3,6
"60359L",8,6
"60362I",5,8
"60376S",4,7
"60380R",7,3
"60383X",2,4
"60390K",3,5
"60391G",6,3
"60399R",8,2
"60401J",1,8
"60403B",3,1
"60409V",3,6
"60413Z",3,2
"60414L",6,3
"60415E",6,3
"60427Q",4,3
"60430R",3,2
"60433U",3,2
"60438H",9,3
"60443J",3,14
"60446L",3,6
"60448V",2,5
"60450F",2,5
"60451W",5,3
"60453G",3,14
"60464X",6,1
"60465N",6,7
"60471B",3,6
"60480H",3,2
"60482H",2,8
"60483B",8,3
"60484L",2,1
"60486H",6,5
"60490W",6,1
"60491W",2,4
"60492H",2,1
"60496U",9,3
"60500I",8,6
"60506M",4,3
"60510Q",1,9
"60513C",3,7
"60523X",3,2
"60528C",1,8
"60536A",3,6
"60537R",3,6
"60544N",3,6
"60546B",2,3
"60554G",2,1
"60555X",1,2
"60564M",2,6
"60567J",1,6
"60573U",3,2
"60579E",1,2
"60581X",6,2
"60593P",2,6
"60595W",7,6
"60597C",1,2
"60602B",3,8
"60604J",8,2
"60608G",13,4
"60615Z",6,8
"60618B",3,6
"60622R",8,3
"60636X",2,3
"60638O",7,2
"60639L",2,3
"60640C",8,1
"60643F",8,3
"60650U",6,2
"60658M",2,8
"60663K",2,3
"60667O",2,1
"60668B",2,3
"60671Q",3,1
"60682H",6,2
"60683Z",2,6
"60684L",3,6
"60686I",3,9
"60689E",6,2
"60692Z",3,8
"60697I",5,2
"60702K",2,6
"60704U",3,14
"60705M",3,6
"60706F",8,2
"60725C",3,6
"60726A",3,14
"60728F",6,3
"60741E",3,2
"60763F",2,3
"60773H",14,3
"60777B",6,3
"60783I",6,2
"60794U",6,3
"60796F",3,8
"60802S",3,2
"60816B",7,3
"60824W",4,6
"60830A",3,6
"60834W",4,3
"60837Z",3,6
"60843A",3,6
"60848M",1,2
"60857U",14,8
"60868K",3,8
"60871L",4,3
"60872E",2,8
"60873G",1,2
"60878C",3,6
"60882V",3,2
"60885E",3,4
"60887N",2,6
"60897L",2,14
"60898E",2,6
"60901Z",1,15
"60902Q",1,6
"60913H",2,1
"60918F",3,1
"60920N",8,2
"60926R",8,6
"60928C",4,3
"60935V",3,14
"60937I",14,6
"60940E",3,6
"60957E",4,3
"60958V",3,2
"60961W",5,2
"60963H",3,8
"60965O",2,6
"60971J",6,5
"60981H",5,3
"60989V",8,3
"60995I",6,3
"61002M",2,5
"61004W",2,5
"61005U",6,3
"61008W",6,3
"61022N",6,3
"61024X",3,2
"61042J",6,3
"61056B",6,3
"61058L",3,6
"61060U",3,6
"61062F",3,1
"61082A",3,6
"61090N",6,3
"61091G",2,3
"61103S",14,3
"61106V",2,3
"61112Z",8,2
"61113Q",3,2
"61117L",6,3
"61119V",6,3
"61121F",6,3
"61131G",1,6
"61132X",8,2
"61134U",3,1
"61153I",6,3
"61155V",4,5
"61160E",6,3
"61164B",1,5
"61175Q",6,2
"61176J",4,2
"61178P",6,3
"61179N",3,2
"61182M",6,3
"61197S",8,3
"61199E",3,6
"61200A",3,4
"61207W",3,7
"61209B",1,2
"61213V",7,3
"61221S",6,3
"61227M",6,5
"61228N",3,2
"61234L",6,3
"61238G",6,8
"61241H",8,3
"61243W",6,3
"61245B",8,6
"61246S",3,8
"61249B",4,6
"61253W",1,2
"61255F",3,4
"61256Z",9,3
"61259S",6,3
"61270F",6,5
"61271A",5,6
"61272R",3,2
"61281G",14,4
"61282X",5,3
"61291B",2,8
"61292S",4,2
"61294E",6,9
"61299P",2,6
"61304E",6,3
"61316O",5,6
"61317H",3,6
"61319Q",3,6
"61322R",4,2
"61326M",3,8
"61328W",14,8
"61329O",12,2
"61330G",12,3
"61332R",3,6
"61333I",2,3
"61334A",6,2
"61338U",8,2
"61345P",3,8
"61351L",2,3
"61354M",2,5
"61355N",3,2
"61358P",5,1
"61359I",4,6
"61369I",6,2
"61373Z",4,3
"61376B",8,6
"61377S",3,1
"61382F",3,2
"61383W",6,2
"61388G",2,3
"61389B",3,14
"61402G",8,2
"61407R",1,5
"61409F",3,2
"61413P",1,8
"61416O",1,5
"61432Z",3,6
"61435B",8,6
"61445Z",4,2
"61446S",6,4
"61452U",2,8
"61460C",3,2
"61462M",5,3
"61466L",3,14
"61472M",6,3
"61474R",2,6
"61475R",12,3
"61485R",8,2
"61486I",2,5
"61489I",2,6
"61493E",6,2
"61500Z",14,3
"61516H",14,3
"61517Z",6,3
"61519A",3,2
"61523C",6,5
"61524U",2,5
"61525J",6,3
"61526W",7,14
"61529Z",7,3
"61531M",3,7
"61532I",8,2
"61537R",2,5
"61544K",1,6
"61555C",2,3
"61558F",3,6
"61559A",2,5
"61560L",3,8
"61564E",3,6
"61565E",3,2
"61569X",6,3
"61584J",1,6
"61585B",6,3
"61587A",2,5
"61595N",1,7
"61597Z",2,3
"61599L",3,2
"61627G",4,3
"61630F",5,6
"61631Z",3,6
"61633A",5,2
"61637E",3,7
"61639N",4,8
"61640F",3,11
"61642J",6,3
"61643E",3,11
"61646G",3,7
"61647X",3,2
"61650Z",6,7
"61651Q",7,3
"61653B",3,7
"61655L",2,3
"61656E",6,3
"61658N",11,3
"61666B",8,14
"61668C",2,8
"61672I",1,6
"61673L",3,2
"61678X",9,3
"61679P",3,2
"61685Z",1,6
"61688B",8,1
"61692U",1,6
"61701G",1,6
"61716V",3,7
"61719B",3,6
"61720J",3,5
"61723U",2,6
"61725F",4,3
"61736H",2,3
"61738F",3,2
"61739Q",5,3
"61750G",7,3
"61751X",3,2
"61752P",14,3
"61757C",8,2
"61771S",3,1
"61773E",8,14
"61777X",3,6
"61778P",3,2
"61784S",2,1
"61792H",8,3
"61794Q",1,3
"61802K",5,3
"61805M",2,6
"61808O",1,3
"61810X",3,6
"61813A",5,2
"61817U",5,3
"61820V",8,3
"61824S",6,5
"61826E",6,8
"61827V",5,2
"61843S",8,2
"61844O",5,6
"61852Z",9,1
"61853Q",2,3
"61854O",6,2
"61857L",1,3
"61859Z",5,6
"61861K",7,4
"61862W",2,1
"61867O",2,4
"61868H",2,6
"61875C",3,8
"61878H",3,6
"61880L",3,5
"61882A",4,3
"61885A",2,3
"61886R",8,5
"61891X",6,3
